subroutine_name,mir_opcode,addr,rpo_idx,tid,problematic_operands,left_operand,right_operand,live_flags,is_live,alert_reason,description,flags_live_in
"blockmix_salsa8_xor","MOVDQAmr","0xB5EDC","1055","%005f1f47","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","MOV64mr","0xC8FB5","2","%0069e406","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","MOV64mr","0xC9209","45","%006f5b56","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","MOV64mr","0xCA64A","435","%006e9309","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","MOV8mr","0xCBB10","864","%006e4e98","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","MOV8mr","0xCBB60","870","%006e5220","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVAPSmr","0xCA43D","398","%006e84d5","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVAPSmr","0xCA45A","400","%006e858d","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVAPSmr","0xCA477","402","%006e8645","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVAPSmr","0xCA4AE","406","%006e87a1","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVAPSmr","0xCA4CB","408","%006e8859","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVAPSmr","0xCA4E8","410","%006e8911","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVAPSmr","0xCA6E0","446","%006e9720","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVAPSmr","0xCA720","450","%006e98b2","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVAPSmr","0xCA75D","454","%006e9a48","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVAPSmr","0xCA786","457","%006e9b78","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCA505","412","%006e89c9","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCA53C","416","%006e8b25","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCA54C","417","%006e8b8b","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCA55C","418","%006e8bf1","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCA56C","419","%006e8c57","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCA57C","420","%006e8cbd","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCA58C","421","%006e8d23","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCA59C","422","%006e8d89","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCA62F","433","%006e920a","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCA6B3","443","%006e95f0","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCA6C3","444","%006e9656","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCA730","451","%006e9918","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCA73D","452","%006e997e","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCA76A","455","%006e9aae","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCA847","473","%006ea9aa","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCA885","478","%006eac1c","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCA93C","493","%006eb99e","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCA954","495","%006ebab8","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCAA42","514","%006eca58","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCAC11","552","%006eea2c","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCAC2C","554","%006eeb46","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCAC79","560","%006eee18","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCAD29","575","%006efbe8","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCAD64","580","%006efe5a","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCAE0D","594","%006f0b80","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCAE53","600","%006f0ea6","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCAF0E","615","%006f1c30","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCBABC","858","%006e4c2b","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCBACC","859","%006e4c91","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCBADC","860","%006e4cf7","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQAmr","0xCBAEC","861","%006e4d5d","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC90E4","24","%006f52a3","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC90F4","25","%006f52ff","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9104","26","%006f535b","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9114","27","%006f53b7","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9124","28","%006f5413","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9134","29","%006f546f","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9144","30","%006f54cb","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9154","31","%006f5527","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9164","32","%006f5583","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9220","47","%006f5c08","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC922C","48","%006f5c64","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC923C","49","%006f5cc0","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9249","50","%006f5d1c","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC927C","54","%006f5e82","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC92F4","62","%006f6158","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC930F","64","%006f620c","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9373","70","%006f64f6","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC93AD","75","%006f675c","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC93EB","80","%006f6a64","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC943A","86","%006f6de6","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9478","91","%006f70ee","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC94C8","97","%006f73be","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC94E5","99","%006f7536","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9523","104","%006f783e","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9585","111","%006f7c2c","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC95C3","116","%006f7f34","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC95DF","118","%006f80ac","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC961D","123","%006f8f78","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9635","125","%006f90e0","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9665","129","%006f9f4c","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9690","132","%006fa10e","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC96D0","137","%006fafd4","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC96FB","140","%006fb196","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC973E","145","%006fc11e","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9781","150","%006fc428","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9859","167","%006fd0fa","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9888","171","%006fd254","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC98A3","173","%006fd3bc","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC98E1","178","%006fd6c4","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9923","183","%006fd93c","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC993B","185","%006fdaa4","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9976","190","%006fddac","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC99CE","196","%006fe140","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9A0C","201","%006fe448","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9A6D","208","%006fe826","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9AD5","216","%006ff37f","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9B2C","223","%007003ab","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9B75","229","%0070137b","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9BB0","234","%007022f3","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9BD4","237","%00702a84","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9BF4","239","%00702bfc","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9C44","245","%00703022","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9C82","250","%0070332a","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9CE0","257","%007037a8","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9DBC","274","%00704288","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9DE6","277","%0070445a","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9E35","284","%00704742","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9EB4","293","%00704da6","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9FEF","317","%00705658","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xC9FFA","318","%007056b4","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xCA006","319","%00705710","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xCA015","320","%0070576c","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xCA024","321","%007057c8","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xCA033","322","%00705824","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xCA042","323","%00705880","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xCA051","324","%007058dc","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xCA2F5","375","%007071ca","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xCA301","376","%00707226","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xCA31D","378","%007072dc","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xCA33C","380","%00707392","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xCA35B","382","%00707448","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xCA37A","384","%007074fe","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xCA389","385","%0070755a","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUYmr","0xCA3A8","387","%00707610","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUmr","0xCB001","635","%006f268b","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUmr","0xCB067","643","%006f297f","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUmr","0xCB131","658","%006f30c7","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUmr","0xCB17A","664","%006f3303","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUmr","0xCB198","666","%006f33bb","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUmr","0xCB252","680","%006f3a9f","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUmr","0xCB280","684","%006f3c23","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUmr","0xCB29B","686","%006f3cdb","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUmr","0xCB2B9","688","%006f3d93","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUmr","0xCB3AA","706","%006f45fb","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUmr","0xCB3D8","710","%006f477f","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUmr","0xCB403","713","%006f489b","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUmr","0xCB421","715","%006f4953","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUmr","0xCB77B","786","%006e7e5e","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUmr","0xCB786","787","%006e7eba","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUmr","0xCB792","788","%006e7f16","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVDQUmr","0xCB79E","789","%006e7f72","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVUPSYmr","0xC901F","10","%006f4df5","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVUPSYmr","0xC9056","14","%006f4f47","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVUPSYmr","0xC908D","18","%006f5099","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVUPSYmr","0xC90AA","20","%006f5147","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVUPSYmr","0xC90C7","22","%006f51f5","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVUPSYmr","0xC929C","56","%006f5f38","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVUPSYmr","0xC92C4","59","%006f6046","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVUPSYmr","0xC92E4","61","%006f60fc","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_avx2","VMOVUPSYmr","0xC934A","68","%006f6374","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","ADD32mr","0x82F08","205","%000d5d33","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mi","0x8297B","69","%000d1bf2","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x8273D","24","%000d11ac","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x82752","26","%000d1262","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x82767","28","%000d1318","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x8277C","30","%000d13ce","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x8279C","33","%000d14de","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x827C0","36","%000d15f0","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x8280F","43","%000d187a","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x8298D","70","%000d1c4e","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x829B2","73","%000d1d5e","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x829C8","75","%000d1e14","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x82A15","82","%000d208c","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x82A2B","84","%000d2142","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x82A4D","87","%000d2252","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x82A58","88","%000d22ae","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x82A7B","91","%000d23be","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x82AF5","103","%000d29f2","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x82B67","114","%000d2f88","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x82B95","118","%000d3184","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x82C18","131","%000d37ce","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x82C36","134","%000d392e","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x82D30","159","%000d463a","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x82D5A","163","%000d4836","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x82DEE","177","%000d4f6c","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x82E69","189","%000d555c","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x82EB8","197","%000d5950","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x82F28","208","%000d5ebe","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x82F3C","210","%000d5fb6","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x83163","259","%000d75ee","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x83185","262","%000d7702","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x8318F","263","%000d775e","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x8319A","264","%000d77ba","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x831A4","265","%000d7816","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x831AF","266","%000d7872","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x831C6","268","%000d7928","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x831D0","269","%000d7984","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x831E5","271","%000d7a7a","","","","","true","silent-stores","Silent stores failed last ditch sym ex check",""
"chacha20_encrypt_bytes_ref","MOV32mr","0x8381E","410","%000d7e6c","","","","","false","silent-stores","Silent stores failed last ditch sym ex check",""
